PO_ID,Supplier_ID,Order_Date,Requested_Delivery_Date,Promised_Lead_Time_days,Delivery_Date,Order_Status,Quantity_Ordered,Quantity_Delivered,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Reason_for_delay,Region,Item_Category,Urgency,Recorded_Communication_ResponseTime_hrs,Capacity_per_month,Min_Order_Qty,Max_Order_Qty,Shipping_Delay_days,Defective_Rate,Product_Quality,Product_Quality_Encoded,Delivery_Delay_days
PO_06024,SUPP_0068,2022-10-25,2022-11-19,25,2022-11-19,Delivered,3834,4080,14.44,13.56,72.0,Yes,,Palakkad,Components,Critical,27.3,2486,196,5219,0.0,0.01764705882352941,Medium Quality,1,0.0
PO_06025,SUPP_0011,2022-04-29,2022-05-04,5,2022-05-04,Delivered,872,3360,89.42,87.47,71.0,Yes,,Palakkad,MRO,Normal,26.4,3234,100,3899,0.0,0.021130952380952382,Medium Quality,1,0.0
PO_06026,SUPP_0078,2023-07-22,2023-08-04,13,2023-08-04,Delivered,3227,3784,16.11,14.84,65.0,Yes,,Kochi,Components,Normal,45.7,3670,196,4863,0.0,0.017177589852008457,Medium Quality,1,0.0
PO_06027,SUPP_0136,2023-04-04,2023-04-14,10,2023-04-16,Delivered,4533,456,25.62,26.63,12.0,Yes,Raw_Material_Shortage,Kochi,Packaging,Urgent,25.4,2179,135,4744,2.0,0.02631578947368421,Medium Quality,1,2.0
PO_06028,SUPP_0077,2022-09-01,2022-09-07,6,2022-09-07,Delivered,2280,1130,54.12,52.27,18.0,Yes,,Palakkad,Packaging,Urgent,26.1,4590,58,5304,0.0,0.01592920353982301,Medium Quality,1,0.0
PO_06029,SUPP_0141,2023-06-26,2023-07-24,28,2023-07-24,Delivered,3821,2224,94.4,87.79,52.0,Yes,,Baypur,MRO,Normal,10.9,2257,150,4070,0.0,0.023381294964028777,Medium Quality,1,0.0
PO_06030,SUPP_0105,2022-02-17,2022-02-24,7,2022-02-24,Delivered,2283,2731,63.7,64.12,70.0,Yes,,Kothamanglam,MRO,Normal,47.7,4514,135,3686,0.0,0.025631636763090444,Medium Quality,1,0.0
PO_06031,SUPP_0060,2023-10-23,2023-10-29,6,2023-10-29,Delivered,2290,966,54.24,56.08,23.0,Yes,,Palakkad,Packaging,Urgent,40.5,2207,117,5510,0.0,0.023809523809523808,Medium Quality,1,0.0
PO_06032,SUPP_0032,2022-02-24,2022-03-20,24,,Cancelled,570,0,59.13,61.47,0.0,Yes,,Muvattupuzha,Components,Normal,20.7,3604,97,2502,,0.0,High Quality,2,0.0
PO_06033,SUPP_0095,2023-04-08,2023-04-15,7,2023-04-15,Delivered,5203,3001,35.47,36.94,60.0,Yes,,Aluva,Packaging,Critical,22.2,3620,66,5243,0.0,0.019993335554815063,Medium Quality,1,0.0
PO_06034,SUPP_0005,2023-09-13,2023-09-22,9,2023-09-27,Delivered,4163,3218,26.61,27.36,64.0,Yes,Logistics,Palakkad,Raw_Materials,Critical,1.8,630,199,5380,5.0,0.019888129272840272,Medium Quality,1,5.0
PO_06035,SUPP_0095,2023-08-02,2023-08-31,29,2023-08-31,Delivered,1784,4358,39.68,38.49,87.0,Yes,,Aluva,Packaging,Critical,34.3,3620,66,5243,0.0,0.019963285910968333,Medium Quality,1,0.0
PO_06036,SUPP_0017,2022-10-24,2022-10-29,5,2022-10-29,Delivered,654,2670,48.67,44.75,57.0,No,,Kochi,Packaging,Urgent,32.8,3112,179,3363,0.0,0.021348314606741574,Low Quality,0,0.0
PO_06037,SUPP_0147,2022-07-06,2022-07-23,17,,Cancelled,3414,0,40.18,38.98,0.0,Yes,,Muvattupuzha,Raw_Materials,Normal,12.6,2431,173,3568,,0.0,High Quality,2,0.0
PO_06038,SUPP_0116,2022-09-19,2022-10-07,18,2022-10-07,Delivered,1153,669,47.11,46.9,16.0,Yes,,Aluva,MRO,Critical,14.3,3274,135,2050,0.0,0.02391629297458894,Medium Quality,1,0.0
PO_06039,SUPP_0043,2023-02-17,2023-03-09,20,2023-03-09,Delivered,614,801,69.39,70.79,14.0,Yes,,Palakkad,Components,Critical,2.0,2222,135,3819,0.0,0.017478152309612985,Medium Quality,1,0.0
PO_06040,SUPP_0147,2023-10-01,2023-10-16,15,2023-10-16,Delivered,3421,2635,94.01,89.15,56.0,Yes,,Muvattupuzha,Raw_Materials,Critical,12.8,2431,173,3568,0.0,0.02125237191650854,Medium Quality,1,0.0
PO_06041,SUPP_0108,2023-10-02,2023-10-19,17,2023-10-19,Delivered,1448,3690,38.3,36.36,66.0,Yes,,Kochi,MRO,Critical,2.4,3675,186,5882,0.0,0.01788617886178862,Medium Quality,1,0.0
PO_06042,SUPP_0097,2023-11-04,2023-11-19,15,2023-11-19,Delivered,3183,2626,69.23,70.76,44.0,Yes,,Kothamanglam,Raw_Materials,Urgent,11.9,3065,148,5963,0.0,0.016755521706016754,Medium Quality,1,0.0
PO_06043,SUPP_0142,2023-10-20,2023-10-27,7,,Cancelled,1001,0,37.05,34.83,0.0,Yes,,Baypur,Packaging,Critical,9.0,3349,187,4809,,0.0,High Quality,2,0.0
PO_06044,SUPP_0117,2022-04-02,2022-04-26,24,2022-04-26,Delivered,4011,3434,52.69,51.73,70.0,Yes,,Palakkad,Components,Critical,36.2,4236,112,5261,0.0,0.0203843913803145,Medium Quality,1,0.0
PO_06045,SUPP_0076,2022-05-29,2022-06-07,9,2022-06-14,Delivered,1287,615,89.84,87.96,15.0,Yes,Supplier_Issue,Palakkad,Components,Urgent,38.1,4223,86,3183,7.0,0.024390243902439025,Medium Quality,1,7.0
PO_06046,SUPP_0149,2023-01-29,2023-02-27,29,2023-02-27,Delivered,4483,5003,63.65,63.9,96.0,Yes,,Baypur,Raw_Materials,Critical,3.9,4413,92,5627,0.0,0.019188486907855285,Medium Quality,1,0.0
PO_06047,SUPP_0146,2022-09-12,2022-10-11,29,2022-10-11,Delivered,803,2820,39.37,36.37,48.0,Yes,,Palakkad,Packaging,Normal,42.9,1395,133,3687,0.0,0.01702127659574468,Medium Quality,1,0.0
PO_06048,SUPP_0085,2023-08-02,2023-08-28,26,2023-08-28,Delivered,1641,2119,56.79,52.86,39.0,Yes,,Baypur,Raw_Materials,Normal,34.7,4291,117,4848,0.0,0.018404907975460124,Medium Quality,1,0.0
PO_06049,SUPP_0076,2022-01-22,2022-02-04,13,2022-02-05,Delivered,1261,2259,57.96,54.66,47.0,Yes,Supplier_Issue,Palakkad,Components,Urgent,39.9,4223,86,3183,1.0,0.02080566622399292,Medium Quality,1,1.0
PO_06050,SUPP_0146,2023-09-26,2023-10-22,26,2023-10-22,Delivered,3506,1360,74.8,72.9,32.0,Yes,,Palakkad,Packaging,Normal,3.2,1395,133,3687,0.0,0.023529411764705882,Medium Quality,1,0.0
PO_06051,SUPP_0045,2022-07-14,2022-08-04,21,,Cancelled,2762,0,98.89,95.14,0.0,No,,Aluva,Components,Normal,35.7,3560,183,2795,,0.0,Low Quality,0,0.0
PO_06052,SUPP_0048,2022-08-17,2022-08-25,8,,Cancelled,1306,0,47.03,49.09,0.0,Yes,,Baypur,Components,Urgent,21.1,2029,141,3496,,0.0,High Quality,2,0.0
PO_06053,SUPP_0037,2023-03-17,2023-04-14,28,,Cancelled,493,0,15.0,15.68,0.0,Yes,,Palakkad,Raw_Materials,Urgent,2.9,1002,191,2870,,0.0,High Quality,2,0.0
PO_06054,SUPP_0145,2023-07-28,2023-08-19,22,2023-08-20,Delivered,489,506,34.92,34.0,13.0,Yes,Logistics,Baypur,Raw_Materials,Urgent,1.2,3587,73,2335,1.0,0.025691699604743084,Medium Quality,1,1.0
PO_06055,SUPP_0006,2023-07-26,2023-08-03,8,2023-08-03,Delivered,3352,1519,19.9,18.97,38.0,Yes,,Baypur,MRO,Urgent,12.6,1269,137,3515,0.0,0.025016458196181698,Medium Quality,1,0.0
PO_06056,SUPP_0040,2023-02-12,2023-02-20,8,2023-02-20,Delivered,1820,208,73.33,72.05,4.0,Yes,,Kochi,MRO,Critical,29.7,3290,101,3020,0.0,0.019230769230769232,Medium Quality,1,0.0
PO_06057,SUPP_0031,2023-04-14,2023-05-11,27,2023-05-14,Delivered,2145,2171,85.22,85.06,38.0,Yes,Weather,Kochi,Raw_Materials,Normal,46.1,700,121,2779,3.0,0.017503454629203132,Medium Quality,1,3.0
PO_06058,SUPP_0114,2022-06-28,2022-07-09,11,2022-07-09,Delivered,2071,589,17.46,16.11,6.0,Yes,,Palakkad,Raw_Materials,Critical,41.8,4995,191,2971,0.0,0.010186757215619695,Medium Quality,1,0.0
PO_06059,SUPP_0056,2022-11-13,2022-11-23,10,2022-11-25,Delivered,3829,3457,69.52,63.56,64.0,Yes,Supplier_Issue,Kothamanglam,Packaging,Critical,28.2,1791,88,5457,2.0,0.01851316170089673,Medium Quality,1,2.0
PO_06060,SUPP_0059,2023-06-17,2023-06-25,8,2023-06-25,Delivered,2348,2488,81.0,80.33,45.0,Yes,,Aluva,Packaging,Critical,25.0,1354,178,5474,0.0,0.018086816720257234,Medium Quality,1,0.0
PO_06061,SUPP_0057,2022-11-30,2022-12-10,10,2022-12-10,Delivered,4298,2912,25.64,26.0,50.0,No,,Kochi,MRO,Critical,45.2,2136,162,4999,0.0,0.017170329670329672,Low Quality,0,0.0
PO_06062,SUPP_0093,2023-10-28,2023-11-14,17,2023-11-14,Delivered,677,297,75.37,70.27,6.0,No,,Muvattupuzha,Components,Normal,23.4,3854,76,2225,0.0,0.020202020202020204,Low Quality,0,0.0
PO_06063,SUPP_0134,2022-05-22,2022-06-10,19,2022-06-10,Delivered,245,3561,31.53,33.09,74.0,Yes,,Muvattupuzha,Components,Critical,27.1,3843,118,4837,0.0,0.020780679584386407,Medium Quality,1,0.0
PO_06064,SUPP_0144,2022-01-18,2022-02-08,21,2022-02-18,Delivered,2246,1867,76.52,71.5,43.0,Yes,Customs,Kochi,Raw_Materials,Normal,29.5,1515,118,2515,10.0,0.023031601499732192,Medium Quality,1,10.0
PO_06065,SUPP_0089,2023-02-22,2023-03-11,17,2023-03-11,Delivered,1993,1300,95.15,98.36,18.0,Yes,,Baypur,Packaging,Critical,13.2,3604,164,2469,0.0,0.013846153846153847,Medium Quality,1,0.0
PO_06066,SUPP_0031,2022-05-26,2022-06-13,18,2022-06-13,Delivered,2647,499,91.87,90.74,10.0,Yes,,Kochi,Raw_Materials,Critical,12.0,700,121,2779,0.0,0.02004008016032064,Medium Quality,1,0.0
PO_06067,SUPP_0145,2023-09-17,2023-10-13,26,2023-10-13,Delivered,184,2025,32.23,30.57,35.0,Yes,,Baypur,Raw_Materials,Urgent,23.0,3587,73,2335,0.0,0.01728395061728395,Medium Quality,1,0.0
PO_06068,SUPP_0088,2022-01-31,2022-02-25,25,2022-02-26,Delivered,2544,750,47.13,43.31,13.0,Yes,Supplier_Issue,Kochi,MRO,Normal,26.4,1718,194,2639,1.0,0.017333333333333333,Medium Quality,1,1.0
PO_06069,SUPP_0104,2023-08-28,2023-09-15,18,2023-09-15,Delivered,113,678,74.35,71.75,6.0,No,,Aluva,Packaging,Urgent,34.8,3233,73,2625,0.0,0.008849557522123894,Low Quality,0,0.0
PO_06070,SUPP_0140,2023-11-24,2023-12-08,14,2023-12-11,Delivered,3214,5077,89.8,82.87,121.0,Yes,Raw_Material_Shortage,Aluva,Raw_Materials,Urgent,31.2,2135,82,5325,3.0,0.02383297222769352,Medium Quality,1,3.0
PO_06071,SUPP_0069,2022-04-06,2022-04-14,8,2022-04-14,Delivered,2337,691,88.79,84.12,8.0,Yes,,Palakkad,Components,Critical,19.0,3411,101,2488,0.0,0.011577424023154847,Medium Quality,1,0.0
PO_06072,SUPP_0098,2023-08-10,2023-08-15,5,2023-08-15,Delivered,4189,353,65.41,60.5,7.0,Yes,,Baypur,Packaging,Urgent,43.0,1560,73,5420,0.0,0.019830028328611898,Medium Quality,1,0.0
PO_06073,SUPP_0089,2023-02-21,2023-02-27,6,2023-02-27,Delivered,1283,391,90.53,86.34,10.0,Yes,,Baypur,Packaging,Critical,34.2,3604,164,2469,0.0,0.02557544757033248,Medium Quality,1,0.0
PO_06074,SUPP_0019,2022-08-10,2022-08-24,14,2022-08-24,Delivered,5068,1766,29.63,27.27,40.0,Yes,,Aluva,MRO,Normal,24.5,3652,99,5943,0.0,0.022650056625141562,Medium Quality,1,0.0
PO_06075,SUPP_0144,2023-05-09,2023-05-18,9,2023-05-21,Delivered,1493,290,85.84,84.18,9.0,Yes,Weather,Kochi,Raw_Materials,Normal,46.8,1515,118,2515,3.0,0.03103448275862069,Medium Quality,1,3.0
PO_06076,SUPP_0038,2022-07-14,2022-07-21,7,2022-07-21,Delivered,3003,976,74.15,71.45,15.0,Yes,,Baypur,Packaging,Critical,46.0,4988,64,3881,0.0,0.015368852459016393,Medium Quality,1,0.0
PO_06077,SUPP_0081,2023-08-09,2023-08-20,11,2023-08-21,Delivered,666,1615,51.23,50.27,39.0,Yes,Customs,Muvattupuzha,Raw_Materials,Normal,15.6,2148,153,5923,1.0,0.02414860681114551,Medium Quality,1,1.0
PO_06078,SUPP_0065,2022-07-16,2022-08-02,17,2022-08-02,Delivered,983,932,65.22,61.42,15.0,Yes,,Baypur,Components,Urgent,23.6,3772,173,2186,0.0,0.016094420600858368,Medium Quality,1,0.0
PO_06079,SUPP_0103,2023-07-09,2023-07-25,16,2023-07-25,Delivered,287,3011,74.0,69.87,76.0,No,,Aluva,Components,Normal,32.1,1069,116,3895,0.0,0.02524078379275988,Low Quality,0,0.0
PO_06080,SUPP_0062,2023-08-25,2023-09-23,29,2023-09-24,Delivered,4147,166,78.45,81.4,3.0,Yes,Customs,Baypur,Raw_Materials,Critical,5.1,1266,87,4327,1.0,0.018072289156626505,Medium Quality,1,1.0
PO_06081,SUPP_0070,2023-10-04,2023-10-12,8,2023-10-12,Delivered,437,2170,57.48,58.71,46.0,Yes,,Aluva,Components,Normal,18.5,3476,177,4598,0.0,0.02119815668202765,Medium Quality,1,0.0
PO_06082,SUPP_0008,2022-06-18,2022-07-08,20,2022-07-08,Delivered,119,3581,69.53,73.14,63.0,Yes,,Aluva,Packaging,Urgent,47.1,3885,71,4300,0.0,0.017592851158894165,Medium Quality,1,0.0
PO_06083,SUPP_0058,2022-01-02,2022-01-09,7,2022-01-09,Delivered,401,1008,32.62,30.78,18.0,No,,Aluva,Raw_Materials,Normal,46.9,3652,162,2001,0.0,0.017857142857142856,Low Quality,0,0.0
PO_06084,SUPP_0132,2023-03-21,2023-04-07,17,2023-04-12,Delivered,2787,2500,76.57,70.35,48.0,Yes,Supplier_Issue,Muvattupuzha,Raw_Materials,Urgent,33.4,1012,83,3119,5.0,0.0192,Medium Quality,1,5.0
PO_06085,SUPP_0100,2022-03-06,2022-03-25,19,2022-03-27,Delivered,904,985,65.19,60.76,20.0,Yes,Logistics,Aluva,Raw_Materials,Normal,13.5,1199,165,2190,2.0,0.02030456852791878,Medium Quality,1,2.0
PO_06086,SUPP_0100,2023-05-31,2023-06-25,25,2023-06-25,Delivered,1734,1448,43.64,42.23,34.0,Yes,,Aluva,Raw_Materials,Normal,24.3,1199,165,2190,0.0,0.023480662983425413,Medium Quality,1,0.0
PO_06087,SUPP_0020,2022-03-25,2022-04-23,29,2022-04-23,Delivered,4585,3999,79.36,73.15,71.0,Yes,,Aluva,Components,Critical,20.3,3573,183,4613,0.0,0.017754438609652413,Medium Quality,1,0.0
PO_06088,SUPP_0050,2023-09-19,2023-10-04,15,,Cancelled,3421,0,23.8,24.03,0.0,Yes,,Muvattupuzha,MRO,Urgent,35.1,1806,170,4675,,0.0,High Quality,2,0.0
PO_06089,SUPP_0007,2022-02-19,2022-03-06,15,2022-03-06,Delivered,1658,1442,90.27,84.41,15.0,Yes,,Aluva,Raw_Materials,Normal,39.8,2933,70,3184,0.0,0.010402219140083218,Medium Quality,1,0.0
PO_06090,SUPP_0097,2023-06-25,2023-07-20,25,2023-07-20,Delivered,5017,1253,31.44,28.83,26.0,Yes,,Kothamanglam,Raw_Materials,Normal,14.9,3065,148,5963,0.0,0.020750199521149242,Medium Quality,1,0.0
PO_06091,SUPP_0072,2022-03-24,2022-04-20,27,2022-04-21,Delivered,3572,3172,44.24,45.38,50.0,Yes,Customs,Muvattupuzha,Raw_Materials,Critical,7.3,2302,91,3634,1.0,0.015762925598991173,Medium Quality,1,1.0
PO_06092,SUPP_0019,2022-11-26,2022-12-01,5,2022-12-01,Delivered,3084,3974,24.0,22.71,74.0,Yes,,Aluva,MRO,Normal,22.9,3652,99,5943,0.0,0.018621036738802214,Medium Quality,1,0.0
PO_06093,SUPP_0117,2023-02-22,2023-03-13,19,2023-03-18,Delivered,4430,4409,19.25,19.98,90.0,Yes,Raw_Material_Shortage,Palakkad,Components,Critical,12.2,4236,112,5261,5.0,0.020412792016330235,Medium Quality,1,5.0
PO_06094,SUPP_0134,2022-07-20,2022-08-15,26,2022-08-15,Delivered,999,3578,41.77,38.68,75.0,Yes,,Muvattupuzha,Components,Critical,30.6,3843,118,4837,0.0,0.020961430967020682,Medium Quality,1,0.0
PO_06095,SUPP_0114,2023-10-20,2023-11-11,22,2023-11-11,Delivered,1690,2768,40.29,37.41,60.0,Yes,,Palakkad,Raw_Materials,Urgent,23.6,4995,191,2971,0.0,0.02167630057803468,Medium Quality,1,0.0
PO_06096,SUPP_0037,2022-02-21,2022-03-12,19,2022-03-12,Delivered,460,1304,13.76,14.45,26.0,Yes,,Palakkad,Raw_Materials,Critical,33.6,1002,191,2870,0.0,0.019938650306748466,Medium Quality,1,0.0
PO_06097,SUPP_0095,2022-08-14,2022-09-09,26,2022-09-11,Delivered,4777,2280,95.44,90.89,60.0,Yes,Customs,Aluva,Packaging,Urgent,18.2,3620,66,5243,2.0,0.02631578947368421,Medium Quality,1,2.0
PO_06098,SUPP_0005,2023-05-23,2023-06-05,13,2023-06-05,Delivered,3575,228,31.4,29.85,3.0,Yes,,Palakkad,Raw_Materials,Urgent,9.8,630,199,5380,0.0,0.013157894736842105,Medium Quality,1,0.0
PO_06099,SUPP_0114,2023-09-06,2023-09-19,13,,Cancelled,1725,0,39.69,36.8,0.0,Yes,,Palakkad,Raw_Materials,Urgent,3.7,4995,191,2971,,0.0,High Quality,2,0.0
PO_06100,SUPP_0101,2022-06-16,2022-06-23,7,,Cancelled,1790,0,48.59,45.44,0.0,Yes,,Palakkad,Raw_Materials,Normal,41.7,2800,116,2127,,0.0,High Quality,2,0.0
PO_06101,SUPP_0115,2022-05-24,2022-06-16,23,2022-06-16,Delivered,2643,831,76.27,70.37,26.0,Yes,,Palakkad,Raw_Materials,Critical,2.8,1666,141,5425,0.0,0.031287605294825514,Medium Quality,1,0.0
PO_06102,SUPP_0104,2023-02-26,2023-03-05,7,2023-03-05,Delivered,2049,2489,97.63,98.11,60.0,Yes,,Aluva,Packaging,Critical,40.3,3233,73,2625,0.0,0.024106066693451184,Medium Quality,1,0.0
PO_06103,SUPP_0034,2023-09-03,2023-09-29,26,2023-09-29,Delivered,351,2164,51.58,54.24,47.0,Yes,,Kochi,Components,Normal,42.4,1304,148,4731,0.0,0.021719038817005546,Medium Quality,1,0.0
PO_06104,SUPP_0089,2022-01-20,2022-02-04,15,,Cancelled,2333,0,52.46,49.08,0.0,Yes,,Baypur,Packaging,Critical,40.9,3604,164,2469,,0.0,High Quality,2,0.0
PO_06105,SUPP_0024,2023-05-19,2023-06-03,15,,Cancelled,2588,0,101.63,96.82,0.0,Yes,,Muvattupuzha,Raw_Materials,Critical,26.9,837,160,3076,,0.0,High Quality,2,0.0
PO_06106,SUPP_0122,2023-01-29,2023-02-14,16,2023-02-14,Delivered,1347,226,23.32,24.08,1.0,No,,Kochi,Components,Normal,8.5,504,152,3219,0.0,0.004424778761061947,Low Quality,0,0.0
PO_06107,SUPP_0042,2023-08-02,2023-08-17,15,2023-08-17,Delivered,2402,2077,87.96,81.2,41.0,No,,Palakkad,Packaging,Critical,26.2,2178,78,3059,0.0,0.01974000962927299,Low Quality,0,0.0
PO_06108,SUPP_0018,2022-09-27,2022-10-23,26,2022-10-23,Delivered,1739,287,58.2,57.18,5.0,No,,Kothamanglam,Raw_Materials,Normal,37.4,1978,57,2034,0.0,0.017421602787456445,Low Quality,0,0.0
PO_06109,SUPP_0102,2023-06-21,2023-07-08,17,2023-07-08,Delivered,1873,2504,54.37,55.77,66.0,Yes,,Kochi,Raw_Materials,Critical,25.4,2565,74,3758,0.0,0.026357827476038338,Medium Quality,1,0.0
PO_06110,SUPP_0137,2022-09-27,2022-10-26,29,2022-10-26,Delivered,2031,1845,52.21,52.73,39.0,Yes,,Kothamanglam,Packaging,Normal,6.9,3856,118,5118,0.0,0.02113821138211382,Medium Quality,1,0.0
PO_06111,SUPP_0050,2022-07-23,2022-08-09,17,2022-08-16,Delivered,2862,1013,94.09,94.65,22.0,Yes,Raw_Material_Shortage,Muvattupuzha,MRO,Urgent,20.2,1806,170,4675,7.0,0.02171767028627838,Medium Quality,1,7.0
PO_06112,SUPP_0060,2022-04-02,2022-04-25,23,2022-04-25,Delivered,3320,2879,20.66,19.95,62.0,Yes,,Palakkad,Packaging,Normal,28.9,2207,117,5510,0.0,0.02153525529697812,Medium Quality,1,0.0
PO_06113,SUPP_0081,2023-01-02,2023-01-31,29,2023-02-01,Delivered,2004,4001,42.68,42.76,100.0,Yes,Raw_Material_Shortage,Muvattupuzha,Raw_Materials,Normal,46.8,2148,153,5923,1.0,0.02499375156210947,Medium Quality,1,1.0
PO_06114,SUPP_0089,2023-02-15,2023-02-27,12,2023-03-02,Delivered,2111,965,45.92,41.79,18.0,Yes,Logistics,Baypur,Packaging,Urgent,18.4,3604,164,2469,3.0,0.01865284974093264,Medium Quality,1,3.0
PO_06115,SUPP_0140,2022-03-23,2022-04-12,20,2022-04-12,Delivered,1817,308,12.12,12.36,3.0,Yes,,Aluva,Raw_Materials,Urgent,9.9,2135,82,5325,0.0,0.00974025974025974,High Quality,2,0.0
PO_06116,SUPP_0003,2022-07-29,2022-08-21,23,2022-08-21,Delivered,1591,3138,80.37,83.03,54.0,Yes,,Kochi,Packaging,Normal,26.7,966,124,3482,0.0,0.017208413001912046,Medium Quality,1,0.0
PO_06117,SUPP_0027,2022-03-22,2022-04-16,25,2022-04-16,Delivered,2322,1744,78.92,74.29,34.0,Yes,,Baypur,Packaging,Critical,43.7,3068,137,3152,0.0,0.0194954128440367,Medium Quality,1,0.0
PO_06118,SUPP_0042,2022-01-01,2022-01-18,17,2022-01-18,Delivered,908,2516,14.86,15.59,53.0,Yes,,Palakkad,Packaging,Urgent,31.4,2178,78,3059,0.0,0.02106518282988871,Medium Quality,1,0.0
PO_06119,SUPP_0029,2022-08-13,2022-08-29,16,,Cancelled,1696,0,81.54,75.67,0.0,Yes,,Aluva,Packaging,Urgent,14.1,891,82,2378,,0.0,High Quality,2,0.0
PO_06120,SUPP_0061,2023-06-10,2023-07-08,28,2023-07-08,Delivered,1028,687,13.97,12.98,13.0,Yes,,Palakkad,MRO,Critical,6.8,702,172,2400,0.0,0.018922852983988356,Medium Quality,1,0.0
PO_06121,SUPP_0082,2022-05-16,2022-05-24,8,,Cancelled,822,0,81.27,76.25,0.0,Yes,,Aluva,Components,Urgent,18.3,753,161,4557,,0.0,High Quality,2,0.0
PO_06122,SUPP_0127,2023-07-14,2023-08-01,18,2023-08-01,Delivered,3006,1028,35.02,35.75,21.0,Yes,,Aluva,Packaging,Critical,12.5,619,112,3810,0.0,0.020428015564202335,Medium Quality,1,0.0
PO_06123,SUPP_0089,2023-01-21,2023-02-04,14,2023-02-04,Delivered,1583,1361,57.74,58.41,28.0,Yes,,Baypur,Packaging,Normal,35.8,3604,164,2469,0.0,0.020573108008817047,Medium Quality,1,0.0
PO_06124,SUPP_0049,2022-08-12,2022-08-28,16,2022-08-29,Delivered,2628,352,89.2,83.87,2.0,No,Weather,Kochi,MRO,Normal,35.6,3802,178,3400,1.0,0.005681818181818182,Low Quality,0,1.0
PO_06125,SUPP_0140,2022-10-31,2022-11-20,20,2022-11-20,Delivered,1586,3460,70.07,63.88,76.0,Yes,,Aluva,Raw_Materials,Urgent,43.1,2135,82,5325,0.0,0.021965317919075144,Medium Quality,1,0.0
PO_06126,SUPP_0068,2023-08-30,2023-09-19,20,,Cancelled,2389,0,29.53,27.65,0.0,Yes,,Palakkad,Components,Normal,16.7,2486,196,5219,,0.0,High Quality,2,0.0
PO_06127,SUPP_0044,2023-08-16,2023-09-13,28,2023-09-13,Delivered,580,2141,57.14,55.97,40.0,Yes,,Aluva,Packaging,Urgent,21.3,3125,94,3597,0.0,0.018682858477347034,Medium Quality,1,0.0
PO_06128,SUPP_0013,2022-05-25,2022-06-03,9,2022-06-03,Delivered,1992,963,25.08,23.78,22.0,Yes,,Baypur,Components,Urgent,45.0,3702,100,2646,0.0,0.02284527518172378,Medium Quality,1,0.0
PO_06129,SUPP_0076,2023-06-07,2023-06-17,10,2023-06-17,Delivered,1790,2485,33.46,33.84,52.0,Yes,,Palakkad,Components,Normal,30.2,4223,86,3183,0.0,0.020925553319919517,Medium Quality,1,0.0
PO_06130,SUPP_0025,2023-03-18,2023-04-10,23,2023-04-10,Delivered,1743,1116,67.35,65.12,26.0,Yes,,Baypur,Components,Urgent,10.0,4493,173,2492,0.0,0.023297491039426525,Medium Quality,1,0.0
PO_06131,SUPP_0073,2022-02-24,2022-03-25,29,2022-03-25,Delivered,2261,2325,74.91,72.55,58.0,Yes,,Palakkad,Components,Normal,39.7,762,193,4393,0.0,0.024946236559139787,Medium Quality,1,0.0
PO_06132,SUPP_0116,2022-07-29,2022-08-09,11,2022-08-09,Delivered,1981,1260,43.58,39.89,25.0,Yes,,Aluva,MRO,Critical,12.0,3274,135,2050,0.0,0.01984126984126984,Medium Quality,1,0.0
PO_06133,SUPP_0065,2022-04-15,2022-05-05,20,2022-05-05,Delivered,1154,1247,96.03,95.24,23.0,Yes,,Baypur,Components,Urgent,14.7,3772,173,2186,0.0,0.018444266238973536,Medium Quality,1,0.0
PO_06134,SUPP_0121,2023-07-02,2023-07-17,15,2023-07-19,Delivered,2333,4149,24.41,24.51,85.0,Yes,Logistics,Kochi,MRO,Normal,47.2,3624,109,5051,2.0,0.020486864304651724,Medium Quality,1,2.0
PO_06135,SUPP_0119,2023-05-27,2023-06-18,22,2023-06-18,Delivered,3763,2158,49.02,45.59,42.0,Yes,,Kochi,Packaging,Critical,24.1,2215,119,5854,0.0,0.019462465245597776,Medium Quality,1,0.0
PO_06136,SUPP_0132,2022-06-24,2022-07-18,24,2022-07-18,Delivered,2302,1671,89.08,93.32,38.0,Yes,,Muvattupuzha,Raw_Materials,Normal,29.7,1012,83,3119,0.0,0.022740873728306403,Medium Quality,1,0.0
PO_06137,SUPP_0020,2022-01-15,2022-01-23,8,,Cancelled,3005,0,63.73,61.85,0.0,Yes,,Aluva,Components,Normal,41.7,3573,183,4613,,0.0,High Quality,2,0.0
PO_06138,SUPP_0024,2023-05-19,2023-06-01,13,2023-06-02,Delivered,1799,696,50.27,46.09,13.0,Yes,Supplier_Issue,Muvattupuzha,Raw_Materials,Critical,4.3,837,160,3076,1.0,0.01867816091954023,Medium Quality,1,1.0
PO_06139,SUPP_0047,2022-04-15,2022-05-04,19,,Cancelled,597,0,89.27,87.4,0.0,Yes,,Aluva,Packaging,Critical,12.9,2481,124,3663,,0.0,High Quality,2,0.0
PO_06140,SUPP_0050,2022-09-25,2022-10-07,12,2022-10-07,Delivered,874,400,30.11,29.82,9.0,Yes,,Muvattupuzha,MRO,Critical,14.3,1806,170,4675,0.0,0.0225,Medium Quality,1,0.0
