PO_ID,Supplier_ID,Order_Date,Requested_Delivery_Date,Promised_Lead_Time_days,Delivery_Date,Order_Status,Quantity_Ordered,Quantity_Delivered,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Reason_for_delay,Region,Item_Category,Urgency,Recorded_Communication_ResponseTime_hrs,Capacity_per_month,Min_Order_Qty,Max_Order_Qty,Shipping_Delay_days,Defective_Rate,Product_Quality,Product_Quality_Encoded,Delivery_Delay_days,Item_Category_ID,Product_Quality_ID
PO_07256,SUPP_0150,12-12-2022,20-12-2022,8,27-12-2022,Delivered,1485,1953,27.62,28.73,33,No,Weather,Baypur,Raw_Materials,Normal,3.2,4880,190,2011,7,0.016897081,Low Quality,0,7,1,2
PO_07257,SUPP_0143,17-03-2023,29-03-2023,12,29-03-2023,Delivered,3353,1046,90.53,92.63,29,Yes,,Aluva,Raw_Materials,Normal,17.1,4230,145,4816,0,0.027724665,Medium Quality,1,0,1,1
PO_07258,SUPP_0147,17-09-2023,27-09-2023,10,27-09-2023,Delivered,2648,1349,19.28,20.18,25,Yes,,Muvattupuzha,Raw_Materials,Normal,47.7,2431,173,3568,0,0.018532246,Medium Quality,1,0,1,1
PO_07259,SUPP_0018,25-09-2022,14-10-2022,19,14-10-2022,Delivered,1533,1770,72.92,71.79,37,Yes,,Kothamanglam,Raw_Materials,Critical,32.6,1978,57,2034,0,0.020903955,Medium Quality,1,0,1,1
PO_07260,SUPP_0093,20-07-2023,06-08-2023,17,06-08-2023,Delivered,552,2126,14.38,14.03,47,Yes,,Muvattupuzha,Components,Urgent,4.5,3854,76,2225,0,0.022107244,Medium Quality,1,0,2,1
PO_07261,SUPP_0049,23-09-2022,14-10-2022,21,19-10-2022,Delivered,1460,2314,84.1,80.24,49,Yes,Customs,Kochi,MRO,Urgent,7.5,3802,178,3400,5,0.021175454,Medium Quality,1,5,0,1
PO_07262,SUPP_0100,15-08-2022,31-08-2022,16,31-08-2022,Delivered,483,1885,51.17,49.86,45,Yes,,Aluva,Raw_Materials,Normal,26.5,1199,165,2190,0,0.023872679,Medium Quality,1,0,1,1
PO_07263,SUPP_0019,17-08-2022,25-08-2022,8,25-08-2022,Delivered,542,3581,89.39,84.01,63,Yes,,Aluva,MRO,Critical,7.2,3652,99,5943,0,0.017592851,Medium Quality,1,0,0,1
PO_07264,SUPP_0141,15-01-2023,23-01-2023,8,23-01-2023,Delivered,1496,2237,92.19,89.38,40,Yes,,Baypur,MRO,Normal,27.5,2257,150,4070,0,0.017881091,Medium Quality,1,0,0,1
PO_07265,SUPP_0053,31-10-2022,21-11-2022,21,24-11-2022,Delivered,2284,2371,100.3,92.24,49,Yes,Raw_Material_Shortage,Palakkad,Components,Normal,20.9,1163,108,5445,3,0.020666385,Medium Quality,1,3,2,1
PO_07266,SUPP_0105,11-06-2022,29-06-2022,18,29-06-2022,Delivered,3611,3478,96.12,92.01,69,Yes,,Kothamanglam,MRO,Critical,36.3,4514,135,3686,0,0.019838988,Medium Quality,1,0,0,1
PO_07267,SUPP_0035,04-02-2022,24-02-2022,20,01-03-2022,Delivered,736,104,35.02,35.18,1,Yes,Raw_Material_Shortage,Kothamanglam,Packaging,Normal,36.6,3273,84,2960,5,0.009615385,High Quality,2,5,3,0
PO_07268,SUPP_0080,14-04-2023,09-05-2023,25,09-05-2023,Delivered,2082,683,51.94,52.59,10,Yes,,Baypur,Components,Urgent,12.7,3691,165,2586,0,0.014641288,Medium Quality,1,0,2,1
PO_07269,SUPP_0047,29-09-2022,12-10-2022,13,12-10-2022,Delivered,2227,3400,41.91,42.72,56,Yes,,Aluva,Packaging,Urgent,43.6,2481,124,3663,0,0.016470588,Medium Quality,1,0,3,1
PO_07270,SUPP_0054,03-11-2023,11-11-2023,8,11-11-2023,Delivered,2465,652,20.39,19.75,11,No,,Palakkad,MRO,Normal,44.1,4243,145,3495,0,0.016871166,Low Quality,0,0,0,2
PO_07271,SUPP_0005,05-11-2022,01-12-2022,26,01-12-2022,Delivered,4456,2784,87.86,89.21,48,Yes,,Palakkad,Raw_Materials,Normal,15.7,630,199,5380,0,0.017241379,Medium Quality,1,0,1,1
PO_07272,SUPP_0116,17-08-2023,29-08-2023,12,29-08-2023,Delivered,1652,280,40,36.73,6,Yes,,Aluva,MRO,Urgent,46.2,3274,135,2050,0,0.021428571,Medium Quality,1,0,0,1
PO_07273,SUPP_0130,11-12-2023,05-01-2024,25,05-01-2024,Delivered,2888,1584,47.4,48.49,26,Yes,,Kochi,MRO,Critical,25.2,3338,176,5464,0,0.016414141,Medium Quality,1,0,0,1
PO_07274,SUPP_0102,08-07-2023,17-07-2023,9,19-07-2023,Delivered,3035,1337,56.56,53.57,27,Yes,Logistics,Kochi,Raw_Materials,Normal,41.6,2565,74,3758,2,0.020194465,Medium Quality,1,2,1,1
PO_07275,SUPP_0142,29-10-2023,04-11-2023,6,07-11-2023,Delivered,3741,2316,69.73,70.47,49,Yes,Customs,Baypur,Packaging,Critical,12.1,3349,187,4809,3,0.021157168,Medium Quality,1,3,3,1
PO_07276,SUPP_0037,06-08-2023,21-08-2023,15,21-08-2023,Delivered,1339,534,29.31,28.75,10,Yes,,Palakkad,Raw_Materials,Urgent,17.5,1002,191,2870,0,0.018726592,Medium Quality,1,0,1,1
PO_07277,SUPP_0098,20-08-2023,07-09-2023,18,07-09-2023,Delivered,2420,804,39.4,38.15,18,Yes,,Baypur,Packaging,Normal,14.7,1560,73,5420,0,0.02238806,Medium Quality,1,0,3,1
PO_07278,SUPP_0040,01-11-2023,26-11-2023,25,26-11-2023,Delivered,1607,2265,88.11,84.6,50,Yes,,Kochi,MRO,Normal,26.9,3290,101,3020,0,0.022075055,Medium Quality,1,0,0,1
PO_07279,SUPP_0125,25-03-2023,09-04-2023,15,09-04-2023,Delivered,1286,759,103.65,99.99,17,Yes,,Baypur,Raw_Materials,Urgent,12.6,4864,163,2635,0,0.022397892,Medium Quality,1,0,1,1
PO_07280,SUPP_0017,22-04-2023,11-05-2023,19,11-05-2023,Delivered,2930,1027,67.56,63.28,16,Yes,,Kochi,Packaging,Urgent,29.9,3112,179,3363,0,0.015579357,Medium Quality,1,0,3,1
PO_07281,SUPP_0049,08-02-2022,15-02-2022,7,,Cancelled,3111,0,106.82,97.33,0,Yes,,Kochi,MRO,Urgent,27,3802,178,3400,,0,High Quality,2,0,0,0
PO_07282,SUPP_0054,23-11-2022,13-12-2022,20,16-12-2022,Delivered,715,2578,88.96,83.17,40,Yes,Logistics,Palakkad,MRO,Normal,1.8,4243,145,3495,3,0.015515904,Medium Quality,1,3,0,1
PO_07283,SUPP_0059,04-07-2023,11-07-2023,7,14-07-2023,Delivered,1868,425,69.03,69.61,19,Yes,Customs,Aluva,Packaging,Normal,22.8,1354,178,5474,3,0.044705882,Medium Quality,1,3,3,1
PO_07284,SUPP_0042,15-06-2022,25-06-2022,10,25-06-2022,Delivered,2066,2104,32.64,33.68,35,Yes,,Palakkad,Packaging,Critical,39.1,2178,78,3059,0,0.016634981,Medium Quality,1,0,3,1
PO_07285,SUPP_0072,09-03-2023,17-03-2023,8,17-03-2023,Delivered,1902,894,95.45,92.42,19,Yes,,Muvattupuzha,Raw_Materials,Urgent,38.7,2302,91,3634,0,0.021252796,Medium Quality,1,0,1,1
PO_07286,SUPP_0087,05-07-2022,26-07-2022,21,,Cancelled,2702,0,75.86,70.79,0,Yes,,Aluva,Packaging,Urgent,42,4487,177,3415,,0,High Quality,2,0,3,0
PO_07287,SUPP_0087,13-06-2022,26-06-2022,13,26-06-2022,Delivered,3394,214,38.63,40.16,3,Yes,,Aluva,Packaging,Normal,4.3,4487,177,3415,0,0.014018692,Medium Quality,1,0,3,1
PO_07288,SUPP_0052,17-05-2022,23-05-2022,6,30-05-2022,Delivered,2313,1024,20.15,18.99,16,Yes,Supplier_Issue,Kochi,Packaging,Normal,16.4,4913,100,3257,7,0.015625,Medium Quality,1,7,3,1
PO_07289,SUPP_0060,10-01-2022,22-01-2022,12,22-01-2022,Delivered,5156,3349,72.18,67.76,59,Yes,,Palakkad,Packaging,Normal,34.2,2207,117,5510,0,0.017617199,Medium Quality,1,0,3,1
PO_07290,SUPP_0005,18-05-2022,28-05-2022,10,28-05-2022,Delivered,5355,729,87.62,88.1,13,Yes,,Palakkad,Raw_Materials,Urgent,3.5,630,199,5380,0,0.017832647,Medium Quality,1,0,1,1
PO_07291,SUPP_0103,11-08-2023,27-08-2023,16,06-09-2023,Delivered,2915,348,81.38,74.35,4,Yes,Logistics,Aluva,Components,Normal,8.3,1069,116,3895,10,0.011494253,Medium Quality,1,10,2,1
PO_07292,SUPP_0053,11-01-2022,30-01-2022,19,31-01-2022,Delivered,2971,1383,41.26,38.33,26,Yes,Raw_Material_Shortage,Palakkad,Components,Normal,7.2,1163,108,5445,1,0.018799711,Medium Quality,1,1,2,1
PO_07293,SUPP_0057,22-07-2022,20-08-2022,29,20-08-2022,Delivered,4680,656,89.79,86.44,15,Yes,,Kochi,MRO,Urgent,11.1,2136,162,4999,0,0.022865854,Medium Quality,1,0,0,1
PO_07294,SUPP_0105,25-04-2023,13-05-2023,18,20-05-2023,Delivered,2901,2957,46.4,43.65,63,Yes,Weather,Kothamanglam,MRO,Normal,23,4514,135,3686,7,0.021305377,Medium Quality,1,7,0,1
PO_07295,SUPP_0032,18-11-2023,30-11-2023,12,01-12-2023,Delivered,1260,1538,96.13,92.25,35,Yes,Weather,Muvattupuzha,Components,Urgent,24.2,3604,97,2502,1,0.022756827,Medium Quality,1,1,2,1
PO_07296,SUPP_0094,11-01-2022,31-01-2022,20,,Cancelled,1573,0,38.67,37.94,0,Yes,,Muvattupuzha,MRO,Urgent,24.7,1459,110,2815,,0,High Quality,2,0,0,0
PO_07297,SUPP_0110,26-05-2022,01-06-2022,6,01-06-2022,Delivered,2400,1336,75.74,73.59,28,Yes,,Aluva,Raw_Materials,Urgent,24.5,3306,75,3890,0,0.020958084,Medium Quality,1,0,1,1
PO_07298,SUPP_0089,19-11-2022,25-11-2022,6,30-11-2022,Delivered,817,977,74.62,69.81,25,Yes,Raw_Material_Shortage,Baypur,Packaging,Critical,47,3604,164,2469,5,0.025588536,Medium Quality,1,5,3,1
PO_07299,SUPP_0015,27-06-2022,18-07-2022,21,19-07-2022,Delivered,3530,790,62.3,61.11,20,Yes,Customs,Palakkad,MRO,Critical,40.4,1100,109,4061,1,0.025316456,Medium Quality,1,1,0,1
PO_07300,SUPP_0095,04-08-2022,31-08-2022,27,31-08-2022,Delivered,1290,3701,100.41,98.11,94,No,,Aluva,Packaging,Normal,28,3620,66,5243,0,0.025398541,Low Quality,0,0,3,2
PO_07301,SUPP_0021,27-06-2022,17-07-2022,20,18-07-2022,Delivered,1476,3031,30.87,30.86,56,Yes,Raw_Material_Shortage,Kothamanglam,Components,Critical,14.2,4343,103,3500,1,0.018475751,Medium Quality,1,1,2,1
PO_07302,SUPP_0149,24-07-2023,07-08-2023,14,07-08-2023,Delivered,4335,3179,24.63,22.75,63,No,,Baypur,Raw_Materials,Urgent,4.6,4413,92,5627,0,0.019817553,Low Quality,0,0,1,2
PO_07303,SUPP_0125,24-06-2022,23-07-2022,29,23-07-2022,Delivered,2385,2380,56.93,58.4,46,Yes,,Baypur,Raw_Materials,Normal,41.3,4864,163,2635,0,0.019327731,Medium Quality,1,0,1,1
PO_07304,SUPP_0008,10-08-2022,27-08-2022,17,27-08-2022,Delivered,2658,1905,13.51,12.62,32,Yes,,Aluva,Packaging,Urgent,22.2,3885,71,4300,0,0.0167979,Medium Quality,1,0,3,1
PO_07305,SUPP_0034,17-02-2022,18-03-2022,29,18-03-2022,Delivered,2493,1669,39.95,41.6,40,No,,Kochi,Components,Normal,30.9,1304,148,4731,0,0.023966447,Low Quality,0,0,2,2
PO_07306,SUPP_0139,31-10-2022,12-11-2022,12,12-11-2022,Delivered,979,563,70.38,71.28,11,Yes,,Palakkad,Components,Urgent,23,2979,134,2550,0,0.019538188,Medium Quality,1,0,2,1
PO_07307,SUPP_0018,19-08-2023,08-09-2023,20,08-09-2023,Delivered,1699,203,50,48.17,4,Yes,,Kothamanglam,Raw_Materials,Critical,8.5,1978,57,2034,0,0.019704433,Medium Quality,1,0,1,1
PO_07308,SUPP_0005,04-04-2022,15-04-2022,11,15-04-2022,Delivered,4664,3542,47.4,43.72,65,Yes,,Palakkad,Raw_Materials,Urgent,39.8,630,199,5380,0,0.018351214,Medium Quality,1,0,1,1
PO_07309,SUPP_0042,17-06-2022,24-06-2022,7,,Cancelled,1564,0,92.32,96.3,0,Yes,,Palakkad,Packaging,Critical,4.7,2178,78,3059,,0,High Quality,2,0,3,0
PO_07310,SUPP_0034,27-10-2022,19-11-2022,23,19-11-2022,Delivered,2194,4252,62.04,64.64,91,Yes,,Kochi,Components,Normal,32.9,1304,148,4731,0,0.021401693,Medium Quality,1,0,2,1
PO_07311,SUPP_0096,01-03-2022,26-03-2022,25,26-03-2022,Delivered,2901,1604,77.9,73.2,43,No,,Kochi,Raw_Materials,Urgent,10.7,1743,95,5444,0,0.02680798,Low Quality,0,0,1,2
PO_07312,SUPP_0106,23-09-2022,08-10-2022,15,08-10-2022,Delivered,206,968,41.99,38.59,27,Yes,,Kochi,Packaging,Critical,47.2,3509,176,2154,0,0.027892562,Medium Quality,1,0,3,1
PO_07313,SUPP_0140,19-04-2023,09-05-2023,20,09-05-2023,Delivered,3652,3555,40.04,39.58,72,Yes,,Aluva,Raw_Materials,Critical,14.7,2135,82,5325,0,0.020253165,Medium Quality,1,0,1,1
PO_07314,SUPP_0027,03-05-2023,13-05-2023,10,16-05-2023,Delivered,606,2632,58.14,56.87,41,Yes,Weather,Baypur,Packaging,Urgent,21.4,3068,137,3152,3,0.015577508,Medium Quality,1,3,3,1
PO_07315,SUPP_0067,28-02-2023,25-03-2023,25,25-03-2023,Delivered,926,267,93.26,95.97,7,Yes,,Palakkad,Raw_Materials,Normal,16.8,1159,196,3369,0,0.026217228,Medium Quality,1,0,1,1
PO_07316,SUPP_0047,28-09-2022,08-10-2022,10,08-10-2022,Delivered,2201,569,42.21,44.03,9,Yes,,Aluva,Packaging,Normal,9.3,2481,124,3663,0,0.015817223,Medium Quality,1,0,3,1
PO_07317,SUPP_0099,04-01-2023,17-01-2023,13,,Cancelled,1177,0,93.24,88.06,0,No,,Baypur,Packaging,Critical,43.7,801,144,5170,,0,Low Quality,0,0,3,2
PO_07318,SUPP_0139,21-08-2022,31-08-2022,10,31-08-2022,Delivered,1289,963,34.21,35.22,24,Yes,,Palakkad,Components,Critical,29,2979,134,2550,0,0.024922118,Medium Quality,1,0,2,1
PO_07319,SUPP_0113,07-06-2022,26-06-2022,19,27-06-2022,Delivered,1723,3271,86.95,80.24,66,Yes,Weather,Muvattupuzha,MRO,Critical,26.4,4615,114,5847,1,0.020177316,Medium Quality,1,1,0,1
PO_07320,SUPP_0038,14-12-2022,30-12-2022,16,31-12-2022,Delivered,2478,1260,41.29,39.73,22,Yes,Supplier_Issue,Baypur,Packaging,Normal,22.5,4988,64,3881,1,0.017460317,Medium Quality,1,1,3,1
PO_07321,SUPP_0047,09-06-2022,21-06-2022,12,21-06-2022,Delivered,1023,3652,30.83,28.65,84,Yes,,Aluva,Packaging,Urgent,38.3,2481,124,3663,0,0.023001095,Medium Quality,1,0,3,1
PO_07322,SUPP_0011,22-08-2023,30-08-2023,8,04-09-2023,Delivered,3279,3524,40.52,41.24,67,Yes,Customs,Palakkad,MRO,Urgent,7.1,3234,100,3899,5,0.019012486,Medium Quality,1,5,0,1
PO_07323,SUPP_0101,01-07-2023,21-07-2023,20,26-07-2023,Delivered,1316,958,84.6,78.8,21,Yes,Customs,Palakkad,Raw_Materials,Critical,22.3,2800,116,2127,5,0.021920668,Medium Quality,1,5,1,1
PO_07324,SUPP_0066,04-06-2023,14-06-2023,10,14-06-2023,Delivered,3277,243,93.26,90.51,2,Yes,,Baypur,Raw_Materials,Critical,11.6,3897,142,3794,0,0.008230453,High Quality,2,0,1,0
PO_07325,SUPP_0038,11-09-2022,25-09-2022,14,,Cancelled,738,0,33.57,31.67,0,Yes,,Baypur,Packaging,Urgent,9.8,4988,64,3881,,0,High Quality,2,0,3,0
PO_07326,SUPP_0064,05-10-2023,30-10-2023,25,09-11-2023,Delivered,1120,486,54.6,55.01,10,Yes,Raw_Material_Shortage,Baypur,MRO,Urgent,32.2,2430,193,2608,10,0.020576132,Medium Quality,1,10,0,1
PO_07327,SUPP_0147,20-03-2022,13-04-2022,24,13-04-2022,Delivered,472,1368,99.21,92.44,24,No,,Muvattupuzha,Raw_Materials,Normal,22.2,2431,173,3568,0,0.01754386,Low Quality,0,0,1,2
PO_07328,SUPP_0026,14-05-2022,10-06-2022,27,10-06-2022,Delivered,992,1752,35.69,35.25,33,No,,Palakkad,Components,Normal,14.7,2562,94,2064,0,0.018835616,Low Quality,0,0,2,2
PO_07329,SUPP_0023,18-02-2022,13-03-2022,23,13-03-2022,Delivered,1527,3936,74.11,74.13,76,Yes,,Baypur,Raw_Materials,Normal,39.7,3842,89,5796,0,0.019308943,Medium Quality,1,0,1,1
PO_07330,SUPP_0136,14-04-2023,20-04-2023,6,21-04-2023,Delivered,3871,4298,77.78,72.49,96,Yes,Supplier_Issue,Kochi,Packaging,Normal,29.1,2179,135,4744,1,0.02233597,Medium Quality,1,1,3,1
PO_07331,SUPP_0061,15-12-2023,08-01-2024,24,,Cancelled,1410,0,31.33,29.17,0,Yes,,Palakkad,MRO,Urgent,28.9,702,172,2400,,0,High Quality,2,0,0,0
PO_07332,SUPP_0142,02-03-2023,23-03-2023,21,23-03-2023,Delivered,4657,3900,18.06,16.89,88,Yes,,Baypur,Packaging,Critical,15.7,3349,187,4809,0,0.022564103,Medium Quality,1,0,3,1
PO_07333,SUPP_0013,17-11-2023,04-12-2023,17,04-12-2023,Delivered,2256,1626,77.87,79.29,36,Yes,,Baypur,Components,Normal,7,3702,100,2646,0,0.022140221,Medium Quality,1,0,2,1
PO_07334,SUPP_0117,20-02-2022,27-02-2022,7,28-02-2022,Delivered,2531,4816,24.68,25,99,Yes,Weather,Palakkad,Components,Urgent,7.8,4236,112,5261,1,0.020556478,Medium Quality,1,1,2,1
PO_07335,SUPP_0010,07-10-2023,17-10-2023,10,19-10-2023,Delivered,563,559,80.84,78.16,11,Yes,Raw_Material_Shortage,Baypur,Packaging,Critical,19.4,1582,64,2189,2,0.019677996,Medium Quality,1,2,3,1
PO_07336,SUPP_0039,27-12-2022,16-01-2023,20,18-01-2023,Delivered,2462,687,36.73,38.36,14,Yes,Logistics,Baypur,Packaging,Critical,33.3,1984,112,2863,2,0.020378457,Medium Quality,1,2,3,1
PO_07337,SUPP_0065,13-12-2023,02-01-2024,20,02-01-2024,Delivered,2050,1523,12.4,12.66,32,Yes,,Baypur,Components,Urgent,37.9,3772,173,2186,0,0.021011162,Medium Quality,1,0,2,1
PO_07338,SUPP_0046,05-09-2023,19-09-2023,14,19-09-2023,Delivered,161,2630,25.52,25.24,53,Yes,,Muvattupuzha,Components,Urgent,20,4127,133,5869,0,0.020152091,Medium Quality,1,0,2,1
PO_07339,SUPP_0029,21-05-2023,06-06-2023,16,06-06-2023,Delivered,2121,2149,43.73,41.44,47,Yes,,Aluva,Packaging,Normal,39.1,891,82,2378,0,0.021870638,Medium Quality,1,0,3,1
PO_07340,SUPP_0045,29-06-2022,16-07-2022,17,19-07-2022,Delivered,299,644,44.94,47.2,10,Yes,Raw_Material_Shortage,Aluva,Components,Urgent,47.9,3560,183,2795,3,0.01552795,Medium Quality,1,3,2,1
PO_07341,SUPP_0100,18-09-2022,23-09-2022,5,25-09-2022,Delivered,2020,1918,94.11,96.45,29,Yes,Raw_Material_Shortage,Aluva,Raw_Materials,Normal,17,1199,165,2190,2,0.015119917,Medium Quality,1,2,1,1
PO_07342,SUPP_0143,11-04-2023,23-04-2023,12,23-04-2023,Delivered,3406,483,69.16,65.82,8,Yes,,Aluva,Raw_Materials,Normal,14.2,4230,145,4816,0,0.016563147,Medium Quality,1,0,1,1
PO_07343,SUPP_0042,22-01-2022,08-02-2022,17,08-02-2022,Delivered,1730,675,78.69,73.78,10,Yes,,Palakkad,Packaging,Urgent,36.3,2178,78,3059,0,0.014814815,Medium Quality,1,0,3,1
PO_07344,SUPP_0075,03-06-2022,10-06-2022,7,,Cancelled,2668,0,25.76,24.65,0,Yes,,Baypur,Raw_Materials,Normal,40.2,2549,178,3327,,0,High Quality,2,0,1,0
PO_07345,SUPP_0029,20-01-2023,29-01-2023,9,03-02-2023,Delivered,1731,438,87.51,80,6,Yes,Raw_Material_Shortage,Aluva,Packaging,Urgent,1.8,891,82,2378,5,0.01369863,Medium Quality,1,5,3,1
PO_07346,SUPP_0083,03-12-2023,25-12-2023,22,25-12-2023,Delivered,1605,2060,54.22,54.16,33,Yes,,Kothamanglam,Packaging,Urgent,7.3,598,142,4961,0,0.016019417,Medium Quality,1,0,3,1
PO_07347,SUPP_0098,16-07-2022,02-08-2022,17,02-08-2022,Delivered,5332,5071,57.23,57.31,92,Yes,,Baypur,Packaging,Normal,43.5,1560,73,5420,0,0.018142378,Medium Quality,1,0,3,1
PO_07348,SUPP_0001,10-12-2023,30-12-2023,20,02-01-2024,Delivered,1390,2796,74.81,75.83,62,Yes,Supplier_Issue,Palakkad,Raw_Materials,Normal,15.4,1360,64,3130,3,0.022174535,Medium Quality,1,3,1,1
PO_07349,SUPP_0052,24-10-2022,17-11-2022,24,17-11-2022,Delivered,3191,1152,80.13,75.8,10,Yes,,Kochi,Packaging,Urgent,27.7,4913,100,3257,0,0.008680556,High Quality,2,0,3,0
PO_07350,SUPP_0078,30-03-2023,07-04-2023,8,07-04-2023,Delivered,3558,692,28.63,29.23,15,Yes,,Kochi,Components,Normal,27.6,3670,196,4863,0,0.021676301,Medium Quality,1,0,2,1
PO_07351,SUPP_0079,30-05-2023,26-06-2023,27,27-06-2023,Delivered,931,1241,93.93,86.42,19,Yes,Supplier_Issue,Kochi,Raw_Materials,Urgent,17.3,2755,180,2403,1,0.015310234,Medium Quality,1,1,1,1
PO_07352,SUPP_0131,06-09-2023,20-09-2023,14,,Cancelled,1355,0,14.11,13.38,0,Yes,,Aluva,Packaging,Critical,19.1,2431,178,3081,,0,High Quality,2,0,3,0
PO_07353,SUPP_0085,13-01-2022,20-01-2022,7,20-01-2022,Delivered,1307,546,100.27,93.24,10,Yes,,Baypur,Raw_Materials,Urgent,13.7,4291,117,4848,0,0.018315018,Medium Quality,1,0,1,1
PO_07354,SUPP_0119,22-01-2022,20-02-2022,29,25-02-2022,Delivered,2345,4873,35.73,35.88,111,Yes,Raw_Material_Shortage,Kochi,Packaging,Normal,19.2,2215,119,5854,5,0.022778576,Medium Quality,1,5,3,1
PO_07355,SUPP_0096,21-09-2023,11-10-2023,20,11-10-2023,Delivered,5352,2763,88.54,83.14,66,Yes,,Kochi,Raw_Materials,Critical,34.9,1743,95,5444,0,0.023887079,Medium Quality,1,0,1,1
PO_07356,SUPP_0097,04-06-2023,02-07-2023,28,03-07-2023,Delivered,3751,3011,66.99,67.03,63,Yes,Customs,Kothamanglam,Raw_Materials,Normal,22.3,3065,148,5963,1,0.020923281,Medium Quality,1,1,1,1
PO_07357,SUPP_0081,14-07-2022,26-07-2022,12,,Cancelled,5219,0,43.08,39.18,0,Yes,,Muvattupuzha,Raw_Materials,Critical,31.5,2148,153,5923,,0,High Quality,2,0,1,0
PO_07358,SUPP_0115,24-05-2023,31-05-2023,7,31-05-2023,Delivered,865,2250,43.2,42.29,52,Yes,,Palakkad,Raw_Materials,Urgent,12.5,1666,141,5425,0,0.023111111,Medium Quality,1,0,1,1
PO_07359,SUPP_0047,11-02-2023,17-02-2023,6,17-02-2023,Delivered,1827,1592,51.68,53.37,36,Yes,,Aluva,Packaging,Urgent,30.7,2481,124,3663,0,0.022613065,Medium Quality,1,0,3,1
PO_07360,SUPP_0054,13-06-2022,01-07-2022,18,01-07-2022,Delivered,2759,1228,11.4,10.45,15,Yes,,Palakkad,MRO,Critical,31.6,4243,145,3495,0,0.012214984,Medium Quality,1,0,0,1
PO_07361,SUPP_0082,01-03-2023,25-03-2023,24,25-03-2023,Delivered,1442,1094,58.42,58.45,18,Yes,,Aluva,Components,Normal,33.3,753,161,4557,0,0.016453382,Medium Quality,1,0,2,1
PO_07362,SUPP_0069,09-07-2022,05-08-2022,27,05-08-2022,Delivered,510,2389,54.75,56.11,49,Yes,,Palakkad,Components,Urgent,37.7,3411,101,2488,0,0.020510674,Medium Quality,1,0,2,1
PO_07363,SUPP_0128,01-05-2023,09-05-2023,8,09-05-2023,Delivered,285,3935,94.78,87.47,79,Yes,,Kochi,MRO,Urgent,33.4,4175,107,3974,0,0.020076239,Medium Quality,1,0,0,1
PO_07364,SUPP_0044,13-06-2022,10-07-2022,27,10-07-2022,Delivered,2953,1396,14.99,15.74,37,Yes,,Aluva,Packaging,Urgent,27.7,3125,94,3597,0,0.026504298,Medium Quality,1,0,3,1
PO_07365,SUPP_0146,07-06-2022,03-07-2022,26,06-07-2022,Delivered,2852,1605,73.38,72.79,30,Yes,Logistics,Palakkad,Packaging,Urgent,26.3,1395,133,3687,3,0.018691589,Medium Quality,1,3,3,1
PO_07366,SUPP_0021,13-02-2023,09-03-2023,24,09-03-2023,Delivered,2832,523,10.73,10.28,13,Yes,,Kothamanglam,Components,Urgent,35.6,4343,103,3500,0,0.024856597,Medium Quality,1,0,2,1
PO_07367,SUPP_0139,27-03-2022,10-04-2022,14,10-04-2022,Delivered,1474,2104,78.43,75.69,48,Yes,,Palakkad,Components,Normal,39.7,2979,134,2550,0,0.022813688,Medium Quality,1,0,2,1
PO_07368,SUPP_0035,29-01-2022,08-02-2022,10,08-02-2022,Delivered,1230,1181,92.66,95.08,22,Yes,,Kothamanglam,Packaging,Critical,10.2,3273,84,2960,0,0.018628281,Medium Quality,1,0,3,1
PO_07369,SUPP_0095,10-08-2023,15-08-2023,5,15-08-2023,Delivered,2091,3171,78.88,77.41,52,Yes,,Aluva,Packaging,Critical,40.6,3620,66,5243,0,0.016398612,Medium Quality,1,0,3,1
PO_07370,SUPP_0041,04-06-2022,23-06-2022,19,23-06-2022,Delivered,210,3416,44.86,45.78,81,Yes,,Muvattupuzha,Components,Critical,26.3,4691,181,3757,0,0.023711944,Medium Quality,1,0,2,1
PO_07371,SUPP_0074,30-04-2022,29-05-2022,29,03-06-2022,Delivered,1326,1382,64.4,58.68,25,Yes,Logistics,Baypur,Packaging,Urgent,36.3,1123,109,2880,5,0.018089725,Medium Quality,1,5,3,1
PO_07372,SUPP_0106,12-08-2022,04-09-2022,23,04-09-2022,Delivered,1552,1218,10.16,10.37,27,Yes,,Kochi,Packaging,Normal,10.1,3509,176,2154,0,0.022167488,Medium Quality,1,0,3,1
PO_07373,SUPP_0039,29-08-2023,06-09-2023,8,06-09-2023,Delivered,647,2495,88.96,81.76,41,No,,Baypur,Packaging,Urgent,12.3,1984,112,2863,0,0.016432866,Low Quality,0,0,3,2
PO_07374,SUPP_0081,12-11-2023,27-11-2023,15,28-11-2023,Delivered,1546,497,33.07,30.93,8,Yes,Supplier_Issue,Muvattupuzha,Raw_Materials,Urgent,24.2,2148,153,5923,1,0.016096579,Medium Quality,1,1,1,1
PO_07375,SUPP_0060,23-03-2023,04-04-2023,12,04-04-2023,Delivered,4396,5427,26.5,26.57,108,Yes,,Palakkad,Packaging,Normal,22.7,2207,117,5510,0,0.019900498,Medium Quality,1,0,3,1
PO_07376,SUPP_0119,16-11-2023,14-12-2023,28,14-12-2023,Delivered,2794,5267,27.74,26.56,97,Yes,,Kochi,Packaging,Critical,34.6,2215,119,5854,0,0.018416556,Medium Quality,1,0,3,1
